variable,mean_fba,mean_nonfba,standardized_mean_difference
prezzo_totale_reconstructed,45.10348393574298,55.86295305278521,-1.5358961302279306
prezzo_spedizione(€),0.0,3.528124543906592,-0.9459647990847109
g_cons_min_robust,6.6656626506024095,6.939430795426904,-0.07452794317765167
num_valutazioni,317.6315261044177,1479.7134517149111,-0.6040111412456132
log1p_num_valutazioni,4.1918229191999865,5.545440774283369,-0.6303781766680852
valutazioni_positive,94.99397590361446,82.39114570664071,0.9469769709151357
stelle,4.710843373493976,4.22597908051569,0.79507472888128
