fba_from_shipper,rank_pos_count,rank_pos_mean,rank_pos_median,rank_pos_min,rank_pos_max,rank_pct_count,rank_pct_mean,rank_pct_median,rank_pct_min,rank_pct_max
False,4111,47.989783507662366,49.0,1,93,4111,0.5740287118887035,0.5862068965517241,0.0,1.0
True,996,16.84136546184739,14.0,1,67,996,0.1944457484192168,0.16070668369518942,0.0,0.7763157894736842
