sample,outcome,specification,estimator,inference,term_name,coef_fba,se_fba,test_statistic,pvalue_fba,ci_low,ci_high,stars,dof_reference,nobs,r_squared,seller_clusters,market_clusters,logistics_value_variant,coef_change_from_split_price_headline,abs_pct_change_from_split_price_headline,interpretation
full_sample,rank_pct,logistics_value_adjusted_fba_only_4_99_baseline,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.07601000019867706,0.015597450850273111,-4.873232230595304,8.167038103579216e-06,-0.10719903078468254,-0.04482096961267157,***,61,5107,0.9541244663156537,119,62,logistics_value_adjusted_fba_only_4_99_baseline,-0.024971848492388198,48.92780725308122,"FBA-only logistics-value-adjusted price specification. The split-price headline and this row estimate different empirical objects: the headline is the residual rank gap after conditioning on product price and displayed shipping price separately; this row is the residual rank gap after adding an imputed hidden fast-delivery value/cost only to FBA offers with fast delivery availability before estimation. The constructed price is not a directly observed checkout price. The adjustment is post-treatment with respect to the FBA bundle and is reported as a sensitivity estimand, not as a causal robustness check on the headline."
full_sample,rank_pct,logistics_value_adjusted_fba_only_3_99_lower,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.07046980247810068,0.015542879330454935,-4.533896260779762,2.7627688331310907e-05,-0.10154971056600873,-0.039389894390192644,***,61,5107,0.9561604965738929,119,62,logistics_value_adjusted_fba_only_3_99_lower,-0.019431650771811824,38.072794805806964,"FBA-only logistics-value-adjusted price specification. The split-price headline and this row estimate different empirical objects: the headline is the residual rank gap after conditioning on product price and displayed shipping price separately; this row is the residual rank gap after adding an imputed hidden fast-delivery value/cost only to FBA offers with fast delivery availability before estimation. The constructed price is not a directly observed checkout price. The adjustment is post-treatment with respect to the FBA bundle and is reported as a sensitivity estimand, not as a causal robustness check on the headline."
full_sample,rank_pct,logistics_value_adjusted_fba_only_8_99_upper,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.10011926139363866,0.016594023061443263,-6.033453191123311,1.0268074412955741e-07,-0.13330106127725055,-0.06693746151002679,***,61,5107,0.9412772263734873,119,62,logistics_value_adjusted_fba_only_8_99_upper,-0.04908110968734981,96.1655311693078,"FBA-only logistics-value-adjusted price specification. The split-price headline and this row estimate different empirical objects: the headline is the residual rank gap after conditioning on product price and displayed shipping price separately; this row is the residual rank gap after adding an imputed hidden fast-delivery value/cost only to FBA offers with fast delivery availability before estimation. The constructed price is not a directly observed checkout price. The adjustment is post-treatment with respect to the FBA bundle and is reported as a sensitivity estimand, not as a causal robustness check on the headline."
