sample,outcome,specification,estimator,inference,term_name,coef_fba,se_fba,test_statistic,pvalue_fba,ci_low,ci_high,stars,dof_reference,nobs,r_squared,seller_clusters,market_clusters,rows_dropped,cook_cutoff,diagnostic_method
influence_trimmed,rank_pct,drop_top_1pct_cooks_distance,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.040756455125797036,0.013131200317452667,-3.1037874787141635,0.0028952201121623666,-0.06701391297986842,-0.014498997271725649,***,61,5055,0.971089934729819,116,62,52,0.0019200991020525133,fast Cook's-distance approximation from hat-matrix diagonal
