dropout_events,broad_stockout_consistent_events,strict_stockout_consistent_events,broad_stockout_consistent_event_share,strict_stockout_consistent_event_share,broad_parsimonious_estimate,broad_parsimonious_pvalue,strict_parsimonious_estimate,strict_parsimonious_pvalue,interpretation_rule
60,30,11,0.5,0.18333333333333332,0.001942216603058667,0.11000701432877302,0.002031005370939488,0.07808880572693266,A positive broad restricted premium hardens the stockout-consistent reading. A strict null is treated as support/thin-sample caution rather than as a rejection of the total-turnover design.
