sample,outcome,specification,estimator,inference,seller_clusters,market_clusters,requested_replications,valid_replications,invalid_replications,negative_two_way_variance_replications,negative_two_way_variance_share,variance_floor_applied_replications,variance_floor_applied_share,variance_floor_rule,bootstrap_implementation,bootstrap_extreme_replications,valid_replication_share,invalid_replication_share,bootstrap_pvalue_monte_carlo_se,valid_replication_warning,seed,coef_fba,two_way_cluster_se_fba,t_observed,bootstrap_pvalue_fba,stars,null,studentized,recomputed_se_each_replication,bootstrap_design,bootstrap_role,sensitivity_note
full_sample,rank_pct,spec_4_fba_reputation_price_shipping_delivery,market_fe_ols,wild_cluster_bootstrap_two_way_seller_market_studentized,119,62,4999,4999,0,1006,0.2012402480496099,1006,0.2012402480496099,"when the finite-sample corrected two-way target variance is non-positive, use max(seller one-way target variance, market one-way target variance)",numba_parallel_static_two_way_wcb,65,1.0,0.0,0.0016142097554614535,False,20260807,-0.05103815170628886,0.015968230038121634,-3.196230990187598,0.0132,**,fba_from_shipper coefficient equals zero,True,True,restricted residual wild cluster bootstrap with product Rademacher weights over seller and market clusters; full-model coefficient and target two-way cluster SE recomputed in every bootstrap replication; non-positive finite-sample corrected two-way target variances use the documented one-way fallback floor,primary_two_way_seller_market,One-way bootstrap sensitivity is disabled by default in the thesis notebook; enable RUN_STATIC_BOOTSTRAP_SENSITIVITY for an optional rerun.
