sample,outcome,specification,estimator,inference,term_name,coef_fba,se_fba,test_statistic,pvalue_fba,ci_low,ci_high,stars,dof_reference,nobs,r_squared,seller_clusters,market_clusters,coef_change_from_headline,percent_change_from_headline_abs,within_30pct_stability_band
full_sample,rank_pct,headline_baseline,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.05103815170628886,0.015968230038121634,-3.196230990187598,0.0022065363914001157,-0.08296860110114151,-0.0191077023114362,***,61,5107,0.9593810046078374,119,62,0.0,0.0,True
full_sample,rank_pct,delivery_max_substituted,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.05735115012852218,0.016948714503357016,-3.383805309668925,0.001253969997717208,-0.09124219938478066,-0.023460100872263703,***,61,5107,0.9593559231078804,119,62,-0.006312998422233325,12.369175236914868,True
full_sample,rank_pct,delivery_window_added,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.053834294813736805,0.01987149287576755,-2.7091218133583443,0.008744485292602633,-0.09356980063718051,-0.014098788990293099,***,61,5107,0.9594170969984078,119,62,-0.0027961431074479473,5.478535201546904,True
full_sample,rank_pct,fast_delivery_cost_imputed_added,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.05277013444024572,0.01620659884754345,-3.2560893828901345,0.0018461194028718264,-0.0851772317283454,-0.020363037152146032,***,61,5107,0.9594183374221977,119,62,-0.0017319827339568605,3.3935059872935165,True
full_sample,rank_pct,extended_logistics_bundle,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.055458575781874374,0.020012127698965133,-2.7712483458089388,0.007392594514316064,-0.09547529831465557,-0.015441853249093189,***,61,5107,0.9594526909755052,119,62,-0.004420424075585516,8.661019115707587,True
