sample,outcome,specification,estimator,inference,term_name,coef_fba,se_fba,test_statistic,pvalue_fba,ci_low,ci_high,stars,dof_reference,nobs,r_squared,seller_clusters,market_clusters
full_sample,rank_pct,spec_4_fba_reputation_price_shipping_delivery,market_fe_ols,two_way_seller_market,fba_from_shipper,-0.05103815170625882,0.01596823003812146,-3.1962309901857515,0.002206536391412328,-0.08296860110111112,-0.01910770231140651,***,61,5107,0.9593810046078374,119,62
full_sample,rank_pct,spec_4_fba_reputation_price_shipping_delivery,market_fe_ols,seller_cluster,fba_from_shipper,-0.05103815170625882,0.016061879994731975,-3.17759513350856,0.0018959999463370458,-0.082845046930461,-0.019231256482056633,***,118,5107,0.9593810046078374,119,62
full_sample,rank_pct,spec_4_fba_reputation_price_shipping_delivery,market_fe_ols,market_cluster,fba_from_shipper,-0.05103815170625882,0.0020917221989719564,-24.40006217429023,0.0,-0.05522080874858062,-0.04685549466393702,***,61,5107,0.9593810046078374,119,62
