sample,outcome,specification,estimator,inference,term_name,coef_fba,se_fba,test_statistic,pvalue_fba,ci_low,ci_high,stars,dof_reference,nobs,r_squared,seller_clusters,market_clusters,nonlinear_terms_added
full_sample,rank_pct,quadratic_price_reputation_delivery,market_fe_ols_quadratic_controls,two_way_seller_market,fba_from_shipper,-0.035228640391379365,0.012232493586849951,-2.87992306239592,0.005480293662746716,-0.05968902307094387,-0.01076825771181486,***,61,5107,0.9702800375433642,119,62,"['prezzo_centered_sq', 'log1p_num_valutazioni_centered_sq', 'g_cons_min_robust_centered_sq']"
