sample,outcome,specification,estimator,inference,term_name,coef_fba,se_fba,test_statistic,pvalue_fba,ci_low,ci_high,stars,dof_reference,nobs,r_squared,seller_clusters,market_clusters,moderator,moderator_label,priority,term_type,pvalue_holm_0_05,reject_holm_0_05,pvalue_fdr_bh_0_10,reject_fdr_bh_0_10,multiplicity_family
full_sample,rank_pct,interaction_single_product_price,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper,-0.027015274268083398,0.012512067051785987,-2.159137587440215,0.03478135839338092,-0.052034698641872754,-0.0019958498942940425,**,61,5107,0.9603485456190026,119,62,prezzo,product_price,primary,main_fba_at_mean_moderator,,,,,not_adjusted_main_effect
full_sample,rank_pct,interaction_single_product_price,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper:prezzo_c,0.004503081819994954,0.0013661488316093278,3.296186854466148,0.0016365085684915126,0.0017712983956956621,0.0072348652442942455,***,61,5107,0.9603485456190026,119,62,prezzo,product_price,primary,fba_by_moderator_interaction,0.00654603427396605,True,0.00654603427396605,True,fba_by_moderator_interactions
full_sample,rank_pct,interaction_single_delivery_days,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper,-0.04987948530436875,0.015585238131672998,-3.200431387891436,0.00217923060935421,-0.08104409505022453,-0.018714875558512957,***,61,5107,0.9596562305122351,119,62,g_cons_min_robust,delivery_days,primary,main_fba_at_mean_moderator,,,,,not_adjusted_main_effect
full_sample,rank_pct,interaction_single_delivery_days,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper:g_cons_min_robust_c,0.003393761379689544,0.0016631600422738872,2.0405500934531613,0.04563034028601454,6.806733353749905e-05,0.006719455425841589,**,61,5107,0.9596562305122351,119,62,g_cons_min_robust,delivery_days,primary,fba_by_moderator_interaction,0.1368910208580436,False,0.09126068057202907,True,fba_by_moderator_interactions
full_sample,rank_pct,interaction_single_review_count_log,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper,-0.04735508266545006,0.01528369640270209,-3.0984050858977996,0.0029409516054264007,-0.07791672245819548,-0.016793442872704654,***,61,5107,0.9596209065306485,119,62,log1p_num_valutazioni,review_count_log,secondary,main_fba_at_mean_moderator,,,,,not_adjusted_main_effect
full_sample,rank_pct,interaction_single_review_count_log,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper:log1p_num_valutazioni_c,0.005811609896656152,0.004296022340308617,1.3527885649306604,0.1811162839269458,-0.002778817696690114,0.014402037490002417,,61,5107,0.9596209065306485,119,62,log1p_num_valutazioni,review_count_log,secondary,fba_by_moderator_interaction,0.3622325678538916,False,0.24148837856926106,False,fba_by_moderator_interactions
full_sample,rank_pct,interaction_single_positive_review_percent,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper,-0.047562797240932084,0.01997773449337456,-2.3807903371979373,0.02041378061043919,-0.08751074630865077,-0.0076148481732133885,**,61,5107,0.9593891424900343,119,62,valutazioni_positive,positive_review_percent,secondary,main_fba_at_mean_moderator,,,,,not_adjusted_main_effect
full_sample,rank_pct,interaction_single_positive_review_percent,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper:valutazioni_positive_c,-0.00035723918170869494,0.0010582053029608222,-0.3375896725419462,0.7368313972007594,-0.0024732514632758705,0.0017587730998584804,,61,5107,0.9593891424900343,119,62,valutazioni_positive,positive_review_percent,secondary,fba_by_moderator_interaction,0.7368313972007594,False,0.7368313972007594,False,fba_by_moderator_interactions
