term,estimate,se,t_stat,pvalue,ci_low,ci_high,absorbed_or_missing,nobs
fba_x_dropouts_above,-0.0017304070189773375,0.001960763653973387,-0.8825168782942077,0.3810194947349572,-0.005652518285505026,0.002191704247550351,False,4958
fba_x_dropouts_x_lag_rank,0.003617050982189229,0.004649254888774804,0.7779850898091787,0.43963492910777546,-0.005682843445816162,0.01291694541019462,False,4958
dropouts_x_lag_rank,-0.011142108807039986,0.0026674879864226606,-4.177004306580795,9.717259774033593e-05,-0.01647787921653044,-0.005806338397549534,False,4958
