grouping_col,left_out_group,observed_beta,leave_one_beta,delta
seller_id,ovolt,0.012173656953167331,0.01217709856012617,3.4416069588389525e-06
seller_id,parsekstore,0.012173656953167331,0.012167262071406306,-6.394881761025151e-06
seller_id,party_games,0.012173656953167331,0.012172763515241228,-8.934379261034409e-07
seller_id,prime_italia,0.012173656953167331,0.012159706953756878,-1.3949999410452912e-05
seller_id,procomponentes,0.012173656953167331,0.012167274834256671,-6.3821189106600534e-06
seller_id,puregaming,0.012173656953167331,0.01218663535385353,1.2978400686198058e-05
seller_id,r_shop360,0.012173656953167331,0.012163284545693659,-1.037240747367267e-05
seller_id,red_cat_gmbh,0.012173656953167331,0.012164755440702434,-8.901512464897302e-06
seller_id,red_tech_gmbh,0.012173656953167331,0.012169072049105382,-4.5849040619487524e-06
seller_id,rikillastore,0.012173656953167331,0.0121774066803582,3.7497271908690927e-06
seller_id,s_e_m_srl,0.012173656953167331,0.012163212452420451,-1.0444500746879803e-05
seller_id,scontolo,0.012173656953167331,0.012174100524571576,4.435714042443778e-07
seller_id,sld_market_italia,0.012173656953167331,0.012164465074105492,-9.191879061839353e-06
seller_id,slg_store,0.012173656953167331,0.012161675915108104,-1.1981038059227095e-05
seller_id,smakdistribuzioni_com,0.012173656953167331,0.012173137112715556,-5.198404517750554e-07
seller_id,smartfunk,0.012173656953167331,0.012165063962946853,-8.592990220478505e-06
seller_id,solution_4you,0.012173656953167331,0.012168892709778292,-4.764243389038941e-06
seller_id,sotelit,0.012173656953167331,0.012161282977046209,-1.2373976121122718e-05
seller_id,supermedia_spa,0.012173656953167331,0.012162696242844228,-1.0960710323103251e-05
seller_id,tec,0.012173656953167331,0.012168520755383064,-5.1361977842674655e-06
seller_id,tek4life,0.012173656953167331,0.012169060029397856,-4.596923769474917e-06
seller_id,telcominstrument_mi_life,0.012173656953167331,0.012166382665420326,-7.274287747004865e-06
seller_id,tienda_siglo_xxi,0.012173656953167331,0.012162006943738571,-1.1650009428760058e-05
seller_id,to_b_to_c,0.012173656953167331,0.012161971802786562,-1.1685150380769463e-05
seller_id,topocentras_eu,0.012173656953167331,0.012175384630530037,1.7276773627058345e-06
seller_id,tpc_mobile,0.012173656953167331,0.013388308032180288,0.0012146510790129565
seller_id,tradeinn,0.012173656953167331,0.012170452107682691,-3.2048454846403396e-06
seller_id,triplenetpricing,0.012173656953167331,0.01217365695318074,1.3409412469300719e-14
seller_id,untech,0.012173656953167331,0.01216864426942229,-5.012683745041907e-06
seller_id,versao_portatil_nao_enviamos_para_ilhas_portuguesa,0.012173656953167331,0.012161897827067671,-1.1759126099660303e-05
seller_id,vertex_s_r_l,0.012173656953167331,0.012187549904422086,1.3892951254755245e-05
seller_id,vipdomo,0.012173656953167331,0.012174491819179819,8.348660124873203e-07
seller_id,vivarek,0.012173656953167331,0.01216066626849662,-1.2990684670711669e-05
seller_id,xbuyshop,0.012173656953167331,0.012166652485845234,-7.004467322097377e-06
seller_id,xiaomi_home,0.012173656953167331,0.013372808496514224,0.0011991515433468925
seller_id,you_get_innovation_technology,0.012173656953167331,0.012161095433243748,-1.2561519923582828e-05
seller_id,ytnet,0.012173656953167331,0.012186446528682912,1.2789575515580534e-05
