grouping_col,observed_beta,n_groups_tested,max_abs_delta,min_beta,max_beta,sign_flip_any,interpretation
transition_id,0.012173656953167331,61,0.005909409499019953,0.006264247454147378,0.014910929722637179,False,Leave-one sensitivity for the secondary top-10 prominence estimate.
seller_id,0.012173656953167331,97,0.004355556819217957,0.007818100133949374,0.013967117603379393,False,Leave-one sensitivity for the secondary top-10 prominence estimate.
