fba_group,observations,fast_delivery_available_rows,fast_delivery_available_share,imputed_fast_delivery_cost_mean,imputed_fast_delivery_cost_max,fast_delivery_text_price_rows,premium_eur,premium_label,source_role,identification_note
FBA,996,146,0.1465863453815261,0.7314658634538154,4.99,0,4.99,premium_delivery_baseline_eur_4_99,"External Amazon.it Premium fast-delivery benchmark supplied for the thesis analysis; baseline EUR 4.99, not directly observed in the scraped CSV",The imputed monetary value is assigned only to FBA rows with fast-delivery availability; non-FBA rows receive zero in this FBA-only logistics-value adjustment.
non_FBA,4111,844,0.20530284602286547,0.0,0.0,0,4.99,premium_delivery_baseline_eur_4_99,"External Amazon.it Premium fast-delivery benchmark supplied for the thesis analysis; baseline EUR 4.99, not directly observed in the scraped CSV",The imputed monetary value is assigned only to FBA rows with fast-delivery availability; non-FBA rows receive zero in this FBA-only logistics-value adjustment.
