comparison,beta_short,r2_short,beta_full,r2_full,rmax_multiplier,rmax_unconstrained,rmax_used,rmax_cap_active,delta_to_zero,abs_delta_gt_one,interpretation
spec_1_fba_only_to_spec_4_full_controls,-0.3804355167824392,0.265520484304489,-0.0510381517062888,0.9593810046078374,1.04,0.9977562447921509,0.9977562447921509,False,2.8015339412522455,True,"Oster-style diagnostic only; high fixed-effect R2 makes the exact delta sensitive to Rmax and it is not a causal proof. Sub-cap multipliers (1.005 to 1.04) probe Rmax sensitivity; at-cap multipliers (1.05, 1.10) document the cap floor."
