sample,outcome,specification,estimator,inference,term_name,coef_fba,se_fba,test_statistic,pvalue_fba,ci_low,ci_high,stars,dof_reference,nobs,r_squared,seller_clusters,market_clusters,moderator,moderator_label,priority,term_type,pvalue_holm_0_05,reject_holm_0_05,pvalue_fdr_bh_0_10,reject_fdr_bh_0_10,multiplicity_family
full_sample,rank_pct,interaction_single_product_price,market_fe_ols_interaction,two_way_seller_market,fba_from_shipper:prezzo_c,0.0045030818199949,0.0013661488316093,3.296186854466148,0.0016365085684915,0.0017712983956956,0.0072348652442942,***,61,5107,0.9603485456190026,119,62,prezzo,product_price,primary,fba_by_moderator_interaction,0.006546034273966,True,0.006546034273966,True,fba_by_moderator_interactions
